Titre;Genres Netflix;Casting;Note IMDb;Date d'ajout;Lien Netflix;Type
Sexe entre amis;Comédies|#|Comédies romantiques|#|Films romantiques;Justin Timberlake|#|Mila Kunis|#|Patricia Clarkson|#|Jenna Elfman|#|Bryan Greenberg|#|Richard Jenkins|#|Woody Harrelson|#|Nolan Gould|#|Andy Samberg|#|Shaun White;6.5;2019-03-01;/title/70167075/;film
Sexe, mensonges et vidéo;Films primés à Cannes|#|Films indépendants|#|Drames;James Spader|#|Andie MacDowell|#|Peter Gallagher|#|Laura San Giacomo|#|Ron Vawter|#|Steve Brill|#|Alexandra Root|#|Earl T. Taylor|#|David Foil;7.2;2019-07-01;/title/952082/;film
Shaft;Action et aventure|#|Action|#|Comédies d'action|#|Comédies|#|Thrillers d'action;Samuel L. Jackson|#|Jessie T. Usher|#|Regina Hall|#|Alexandra Shipp|#|Matt Lauria|#|Titus Welliver|#|Method Man|#|Richard Roundtree|#|Isaach De Bankolé|#|Avan Jogia|#|Lauren Vélez;6.4;2019-06-28;/title/80232655/;film
Shaitan;Films indiens|#|Films indépendants|#|Action et aventure|#|Films en hindi|#|Films de Bollywood;Rajeev Khandelwal|#|Kalki Koechlin|#|Gulshan Devaiah|#|Shiv Pandit|#|Kirti Kulhari|#|Neil Bhoopalam|#|Rajit Kapoor|#|Nikhil Chinappa|#|Rajkummar Rao;7.2;2017-04-30;/title/80165855/;film
Shakespeare in Love;Films d'époque|#|Drames romantiques|#|Films british|#|Films romantiques|#|Drames|#|Comédies|#|Comédies romantiques;Joseph Fiennes|#|Gwyneth Paltrow|#|Geoffrey Rush|#|Judi Dench|#|Colin Firth|#|Ben Affleck|#|Simon Callow|#|Jim Carter|#|Martin Clunes|#|Antony Sher|#|Imelda Staunton|#|Tom Wilkinson;7.1;2019-08-16;/title/18170373/;film
Shanghai Fortress;Films romantiques|#|SF et fantastique|#|Films inspirés de livres|#|Films chinois|#|SF;Lu Han|#|Shu Qi|#|Shi Liang|#|Godfrey Gao|#|Wang Gongliang|#|Wang Sen|#|Sun Jialing|#|Vincent Matile;4.2;2019-09-13;/title/81161230/;film
Shaun of the Dead;Comédies|#|Films british|#|Films d'horreur|#|Comédies d'horreur;Simon Pegg|#|Kate Ashfield|#|Nick Frost|#|Bill Nighy|#|Rafe Spall|#|Penelope Wilton|#|Dylan Moran|#|Nicola Cunningham|#|Peter Serafinowicz|#|Lucy Davis|#|Jessica Hynes;7.9;2019-04-20;/title/70003227/;film
She's Gotta Have It;Comédies|#|Comédies romantiques|#|Films indépendants|#|Films romantiques;Tracy Camilla Johns|#|Tommy Redmond Hicks|#|John Canada Terrell|#|Spike Lee|#|Raye Dowell|#|Joie Lee|#|S. Epatha Merkerson|#|Bill Lee|#|Cheryl Burr|#|Aaron Dugger;6.7;2017-08-31;/title/60034929/;film
Sheitan;Films français|#|Films d'horreur;Vincent Cassel|#|Olivier Bartelemy|#|Roxane Mesquida|#|Nico Le Phat Tan|#|Leïla Bekhti|#|Ladj Ly|#|Julie-Marie Parmentier|#|Gérald Thomassin|#|Quentin Lasbazeilles|#|Guillaume Bacquet;5.6;2019-01-01;/title/70058410/;film
Shepherds and Butchers;Films africains|#|Drames sociaux|#|Drames|#|Films inspirés de livres|#|Drames policiers|#|Films policiers;Steve Coogan|#|Andrea Riseborough|#|Garion Dowds|#|Robert Hobbs|#|Deon Lotz|#|Marcel Van Heerden|#|Lauren Steyn;6.8;2017-04-24;/title/80117684/;film
Shimmer Lake;Films indépendants|#|Thrillers|#|Films policiers|#|Intrigues|#|Thrillers policiers;Benjamin Walker|#|Rainn Wilson|#|Rob Corddry|#|Adam Pally|#|Ron Livingston|#|John Michael Higgins|#|Wyatt Russell|#|Stephanie Sigman|#|Mark Rendall|#|Isabel Dove|#|Angela Vint;6.2;2017-06-09;/title/80103734/;film
Shirkers;Documentaires salués par la critique|#|Films documentaires|#|Films biographiques|#|Documentaires biographiques;NA;7.4;2018-10-26;/title/80241061/;film
Shooter, tireur d'élite;Action et aventure|#|Action|#|Films inspirés de livres|#|Intrigues|#|Thrillers d'action;Mark Wahlberg|#|Michael Peña|#|Danny Glover|#|Kate Mara|#|Elias Koteas|#|Rhona Mitra|#|Jonathan Walker|#|Louis Ferreira|#|Rade Serbedzija|#|Tate Donovan|#|Mackenzie Gray|#|Ned Beatty;7.2;2017-08-11;/title/70056430/;film
Shopkins - Le club des petits chefs;Pour enfants;Erika Harlacher|#|Marieve Herington|#|David Lodge|#|Cassandra Morris|#|Kate Murphy|#|Abby Trott;4.4;2019-06-01;/title/81028556/;film
Shopkins : Vacances autour du monde;Pour enfants|#|Séries australiennes|#|Musique pour les enfants;Kate Murphy|#|Cassandra Morris|#|Erika Harlacher|#|Abby Trott|#|Brianna Plantano|#|Reba Buhr|#|Doug Erholtz|#|Cherami Leigh|#|Brianna Knickerbocker;4.7;2019-06-01;/title/81028560/;film
Shopkins: Wild;Pour enfants|#|Séries australiennes;Kate Murphy|#|Cassandra Morris|#|Kayli Mills|#|Abby Trott|#|Brianna Plantano|#|Laura Stahl|#|Philece Sampler;4.8;2019-06-01;/title/81028574/;film
SHOT! The Psycho-Spiritual Mantra of Rock;Documentaires biographiques|#|Films documentaires|#|Films biographiques|#|Documentaires musique et concerts|#|Musique et comédies musicales;Mick Rock;6.8;2017-09-09;/title/80168033/;film
Shrek;Comédies pour la famille|#|SF et fantastique pour la famille|#|Aventures en famille|#|Films inspirés de livres|#|Comédies|#|Films jeunesse et famille;Mike Myers|#|Eddie Murphy|#|Cameron Diaz|#|John Lithgow|#|Matthew Gonder|#|Simon J. Smith|#|Jim Cummings|#|Calvin Remsberg|#|Christopher Knights|#|Chris Miller|#|Bobby Block|#|Michael Galasso|#|Conrad Vernon|#|Val Bettin|#|Guillaume Aretos|#|Cody Cameron|#|Vincent Cassel|#|Kathleen Freeman|#|Clive Pearse|#|Peter Dennis;7.8;2019-10-11;/title/60020686/;film
Shutter Island;Thrillers psychologiques|#|Intrigues|#|Thrillers|#|Films inspirés de livres;Leonardo DiCaprio|#|Mark Ruffalo|#|Ben Kingsley|#|Max von Sydow|#|Michelle Williams|#|Emily Mortimer|#|Patricia Clarkson|#|Jackie Earle Haley|#|Ted Levine|#|John Carroll Lynch;8.1;2019-08-24;/title/70095139/;film
Sierra Burgess Is A Loser;Films romantiques|#|Romances pour ados|#|Comédies|#|Comédies romantiques|#|Films pour ados;Shannon Purser|#|Kristine Froseth|#|RJ Cyler|#|Noah Centineo|#|Loretta Devine|#|Giorgia Whigham|#|Alice Lee|#|Lea Thompson|#|Alan Ruck|#|Mary Pat Gleason|#|Chrissy Metz;5.9;2018-09-07;/title/80239639/;film
Sila Samayangalil;Films indiens|#|Films en tamoul|#|Drames;Prakash Raj|#|Shreya Reddy|#|Ashok Selvan;7.2;2018-05-23;/title/80228322/;film
Silent;Films jeunesse et famille|#|SF et fantastique pour la famille;NA;6.4;2019-06-06;/title/70304298/;film
Silicon Cowboys;Documentaires salués par la critique|#|Films documentaires|#|Films inspirés de livres;NA;6.8;2017-03-31;/title/80104318/;film
Silsile;Films turcs|#|Thrillers;Nehir Erdoğan|#|Tardu Flordun|#|İlker Kaleli|#|Serkan Keskin|#|Esra Bezen Bilgin|#|Aytaç Uşun|#|Cem Özeren|#|Caner Arçkan;6.6;2019-10-25;/title/81132444/;film
Simon Amstell: Set Free;Comédies|#|Stand-up;Simon Amstell;6.2;2019-08-20;/title/81045860/;film
Simply Actors;Comédies|#|Films chinois|#|Films hongkongais;Jim Chim Sui Man|#|Charlene Choi|#|Anthony Wong Chau-Sang|#|Eric Tsang|#|Chapman To|#|Sammy Leung|#|Sandra Ng Kwan Yue|#|Chun Chau Ha|#|Chan Fai Hung|#|Ann Hui;5.4;2017-01-03;/title/80108232/;film
Sinister 2;Films d'horreur|#|Films d'horreur et surnaturel;Shannyn Sossamon|#|John Beasley|#|James Ransone|#|Tate Ellington|#|Robert Daniel Sloan|#|Dartanian Sloan|#|Lucas Jade Zumann|#|Lea Coco;5.3;2019-04-01;/title/80043834/;film
Situation amoureuse: C'est compliqué;Films français|#|Films romantiques|#|Films romantiques français|#|Comédies|#|Comédies romantiques|#|Comédies françaises;Manu Payet|#|Anaïs Demoustier|#|Emmanuelle Chriqui|#|Philippe Duquesne|#|Jean-François Cayrey|#|Jean-Charles Clichet|#|Romain Lévy|#|Manon Kneusé;5.5;2019-01-01;/title/80017993/;film
Skyline;Action, SF et fantastique|#|Thrillers de SF|#|Action et aventure|#|Action|#|SF et fantastique|#|Thrillers d'action|#|SF;Eric Balfour|#|Scottie Thompson|#|Brittany Daniel|#|Crystal Reed|#|Neil Hopkins|#|David Zayas|#|Donald Faison|#|Robin Gammell|#|Tanya Newbould|#|J. Paul Boehmer;4.4;2018-09-15;/title/70141971/;film
Slam;Comédies|#|Drames|#|Films inspirés de livres|#|Films italiens;Ludovico Tersigni|#|Jasmine Trinca|#|Luca Marinelli|#|Barbara Ramella|#|Gianluca Broccatelli|#|Pietro Ragusa|#|Fiorenza Tessari;6.1;2017-04-15;/title/80160081/;film
Sleepy Hollow : La Légende du cavalier sans tête;Films d'horreur|#|Films d'horreur et surnaturel|#|Films fantastiques|#|Films inspirés de livres|#|SF et fantastique|#|Intrigues;Johnny Depp|#|Christina Ricci|#|Miranda Richardson|#|Michael Gambon|#|Casper Van Dien|#|Jeffrey Jones|#|Christopher Lee|#|Christopher Walken|#|Richard Griffiths|#|Martin Landau;7.3;2019-01-01;/title/60000207/;film
Slumdog Millionaire;Drames romantiques|#|Films british|#|Films indépendants|#|Films romantiques|#|Drames|#|Films inspirés de livres;Dev Patel|#|Freida Pinto|#|Anil Kapoor|#|Mahesh Manjrekar|#|Saurabh Shukla|#|Irrfan Khan|#|Ankur Vikal|#|Rajendranath Zutshi|#|Madhur Mittal|#|Sanchita Couhdary|#|Himanshu Tyagi|#|Tanay Chheda;8.0;2018-11-15;/title/70095140/;film
Small Crimes;Thrillers|#|Films inspirés de livres;Nikolaj Coster-Waldau|#|Gary Cole|#|Molly Parker|#|Macon Blair|#|Pat Healy|#|Jacki Weaver|#|Robert Forster;5.8;2017-04-28;/title/80164212/;film
Smash: Motorized Mayhem;Films documentaires|#|Documentaires sportifs;NA;6.2;2017-05-14;/title/80128688/;film
Smosh : Le Film;Comédies;Ian Hecox|#|Anthony Padilla|#|Jenna Marbles|#|Grace Helbig|#|Harley Morenstein|#|Jillian Nelson|#|Brittany Ross|#|Michael Ian Black|#|Steve Austin;3.3;2015-09-21;/title/80059432/;film
Snatch;Comédies|#|Films british;Jason Statham|#|Benicio Del Toro|#|Dennis Farina|#|Vinnie Jones|#|Brad Pitt|#|Stephen Graham|#|Rade Serbedzija|#|Alan Ford|#|Mike Reid|#|Robbie Gee|#|Lennie James|#|Ewen Bremner|#|Jason Flemyng;8.3;2019-09-01;/title/60003388/;film
Snervous Tyler Oakley;Documentaires biographiques|#|Films documentaires|#|Films biographiques|#|Documentaires|#|Films LGBTQ;Tyler Oakley;5.5;2016-02-14;/title/80082596/;film
Snowden;Thrillers|#|Films inspirés de faits réels|#|Films inspirés de livres;Joseph Gordon-Levitt|#|Shailene Woodley|#|Zachary Quinto|#|Melissa Leo|#|Tom Wilkinson|#|Timothy Olyphant|#|Nicolas Cage|#|Rhys Ifans|#|Joely Richardson|#|Scott Eastwood|#|Ben Schnetzer|#|Logan Marshall-Green;7.3;2019-11-03;/title/80064514/;film
So Young;Drames romantiques|#|Films romantiques|#|Drames|#|Films inspirés de livres|#|Films chinois;Mark Chao|#|Geng Han|#|Yang Zishan|#|Jiang Shuying|#|Bei-Er Bao|#|Ryan Zheng|#|Zhang Yao|#|Yase Liu|#|Hong Pan|#|Liya Tong;6.4;2017-01-12;/title/70286328/;film
Soeurs de sang;Films d'horreur;Briana Evigan|#|Leah Pipes|#|Rumer Willis|#|Jamie Chung|#|Audrina Patridge|#|Julian Morris|#|Margo Harshman|#|Carrie Fisher|#|Matt O'Leary|#|Matt Lanter;5.1;2018-09-15;/title/70109888/;film
Solo;Films indépendants|#|Thrillers|#|Films espagnols;Alain Hernández|#|Aura Garrido|#|Ben Temple;4.9;2019-01-11;/title/80245041/;film
Soni;Films indiens|#|Films en hindi|#|Films indépendants|#|Drames sociaux|#|Drames|#|Films policiers|#|Drames policiers;Geetika Vidya Ohlyan|#|Saloni Batra|#|Mohinder Gujral|#|Mohit Chauhan|#|Vikas Shukla|#|Gauri Chakraborty|#|Simrat Kaur|#|Dimple Kaur;7.2;2019-01-18;/title/81023713/;film
Sonora : El Camino Del Diablo;Drames historiques|#|Films indépendants|#|Films mexicains|#|Films d'Amérique latine|#|Drames sociaux|#|Drames|#|Films inspirés de livres;Joaquín Cosío|#|Juan Manuel Bernal|#|Giovanna Zacarías|#|Harold Torres|#|Jason Tobin|#|Erando González|#|Rafael Cebrián|#|Ben Milliken|#|Patricia Ortiz|#|Carolina Molva|#|Abbie del Villar Chi|#|Flavio Medina|#|Fernando Becerril|#|Dolores Heredia;NA;2019-11-29;/title/80990349/;film
Soorma;Films indiens|#|Films inspirés de faits réels|#|Films biographiques|#|Films en hindi|#|Films de Bollywood|#|Drames;Diljit Dosanjh|#|Tapsee Pannu|#|Angad Bedi|#|Kulbhushan Kharbanda|#|Satish Kaushik|#|Vijay Raaz|#|Seema Kaushal|#|Mahabir Bhullar|#|Alka Badola Kaushal|#|Jimmy Moses;7.4;2018-10-16;/title/81019031/;film
SOS fantômes II;Action, SF et fantastique|#|Action et aventure|#|Comédies pour la famille|#|SF et fantastique pour la famille|#|Comédies d'action|#|SF et fantastique|#|Comédies|#|Films jeunesse et famille|#|SF;Bill Murray|#|Dan Aykroyd|#|Sigourney Weaver|#|Harold Ramis|#|Rick Moranis|#|Ernie Hudson|#|Annie Potts|#|Peter MacNicol|#|Harris Yulin|#|David Margulies|#|Kurt Fuller;6.6;2019-08-01;/title/541027/;film
Sour Grapes;Émissions de cuisine et voyages|#|Films documentaires|#|Documentaires salués par la critique|#|Documentaires inspirés de crimes réels|#|Docus société et culture;NA;7.3;2016-09-22;/title/80029708/;film
South Park, le film;Comédies politiques|#|Animation pour adultes|#|Comédies musicales|#|Musique et comédies musicales|#|Comédies;Trey Parker|#|Matt Stone|#|Issac Hayes|#|Mary Kay Bergman|#|Jesse Howell|#|Anthony Cross-Thomas|#|Franchesca Clifford|#|Bruce Howell|#|Deb Adair|#|Jennifer Howell|#|George Clooney|#|Brent Spiner|#|Minnie Driver|#|Dave Foley|#|Eric Idle;7.7;2019-06-15;/title/22004581/;film
Souviens-toi... l'été dernier 2;Films d'horreur;Jennifer Love Hewitt|#|Freddie Prinze Jr.|#|Brandy Norwood|#|Mekhi Phifer|#|Muse Watson|#|Bill Cobbs|#|Matthew Settle|#|Jennifer Esposito|#|John Hawkes|#|Jack Black;4.7;2019-08-01;/title/18021616/;film
Sovdagari - Le Marchand;Documentaires salués par la critique|#|Films documentaires;NA;6.7;2018-02-09;/title/80209006/;film
Special 26;Films indiens|#|Films en hindi|#|Thrillers|#|Films de Bollywood|#|Films policiers|#|Thrillers policiers;Akshay Kumar|#|Manoj Bajpayee|#|Anupam Kher|#|Jimmy Shergill|#|Kajal Aggarwal|#|Divya Dutta|#|Kharaj Mukherjee|#|Rajesh Sharma|#|Kishor Kadam|#|Neeru Bajwa|#|Deepraj Rana|#|Neetu Singh;8.0;2017-04-30;/title/70273637/;film
Special Correspondents;Comédies;Eric Bana|#|Ricky Gervais|#|Vera Farmiga|#|Kelly Macdonald|#|Kevin Pollak|#|America Ferrera|#|Raúl Castillo|#|Benjamin Bratt;5.8;2016-04-29;/title/80048940/;film
Spectral;Action, SF et fantastique|#|Thrillers de SF|#|Action et aventure|#|Action|#|SF et fantastique|#|Thrillers d'action|#|SF;James Badge Dale|#|Emily Mortimer|#|Bruce Greenwood|#|Max Martini|#|Clayne Crawford|#|Cory Hardrict|#|Louis Ozawa Changchien|#|Jimmy Akingbola|#|Dylan Smith|#|Philip Bulcock;6.3;2016-12-09;/title/80098200/;film
Speech & Debate;Comédies|#|Films indépendants|#|Drames|#|Films pour ados;Liam James|#|Sarah Steele|#|Austin McKenzie|#|Roger Bart|#|Janeane Garofalo|#|Wendi McLendon-Covey|#|Kal Penn|#|Kimberly Williams-Paisley|#|Skylar Astin|#|Edgar Arreola|#|Sarah Baker;5.9;2017-07-05;/title/80170277/;film
SPF-18;Drames romantiques|#|Films romantiques|#|Romances pour ados|#|Drames|#|Films pour ados;Carson Meyer|#|Noah Centineo|#|Bianca Santos|#|Jackson White|#|Sean Russel Herman|#|Rosanna Arquette|#|Molly Ringwald|#|Pamela Anderson|#|Keanu Reeves|#|Goldie Hawn;3.3;2017-10-29;/title/80192097/;film
Spider-Man;Action, SF et fantastique|#|Action et aventure|#|Action|#|SF|#|SF et fantastique|#|Aventure;Tobey Maguire|#|Willem Dafoe|#|Kirsten Dunst|#|James Franco|#|Cliff Robertson|#|Rosemary Harris|#|J.K. Simmons|#|Joe Manganiello|#|Gerry Becker|#|Bill Nunn;7.3;2019-05-01;/title/60004481/;film
Spider-Man 2;Action, SF et fantastique|#|Action et aventure|#|Action|#|SF et fantastique|#|SF;Tobey Maguire|#|Kirsten Dunst|#|James Franco|#|Alfred Molina|#|Rosemary Harris|#|J.K. Simmons|#|Donna Murphy|#|Daniel Gillies|#|Dylan Baker|#|Bill Nunn|#|Vanessa Ferlito|#|Aasif Mandvi|#|Willem Dafoe|#|Cliff Robertson|#|Ted Raimi|#|Elizabeth Banks|#|Bruce Campbell;7.3;2019-05-15;/title/60036230/;film
Spider-Man 3;Action, SF et fantastique|#|Action et aventure|#|Action|#|SF|#|SF et fantastique|#|Aventure;Tobey Maguire|#|Kirsten Dunst|#|James Franco|#|Thomas Haden Church|#|Topher Grace|#|Bryce Dallas Howard|#|Rosemary Harris|#|J.K. Simmons|#|James Cromwell|#|Theresa Russell|#|Dylan Baker|#|Bill Nunn|#|Bruce Campbell|#|Elizabeth Banks;6.2;2019-05-15;/title/70047101/;film
Spirit : Au galop en toute liberté : L'aventure de Noël;Films jeunesse et famille|#|Westerns;Amber Frank|#|Bailey Gambertoglio|#|Sydney Park|#|Evan Agos|#|Kay Bess|#|Darcy Rose Byrnes|#|David Faustino|#|Gabriella Graves|#|Duncan Joiner|#|Katherine McNamara|#|Nolan North|#|Tiya Sircar;6.3;2019-12-06;/title/81146370/;film
Spirit, l'étalon des plaines;Films jeunesse et famille|#|Westerns|#|Aventures en famille;Matt Damon|#|James Cromwell|#|Daniel Studi|#|Chopper Bernet|#|Jeff LeBeau|#|John Rubano|#|Richard McGonagle|#|Matt Levin|#|Adam Paul|#|Robert Cait;7.1;2019-12-16;/title/60020810/;film
Spivak;Comédies|#|Films indépendants;Michael Bacall|#|Maggie Lawson|#|Elden Henson|#|Robert Kazinsky|#|Mark Webber|#|Chloe Wepper;5.5;2018-05-15;/title/80117736/;film
Spookley, la Citrouille Carrée;Films jeunesse et famille|#|Films canadiens|#|Films inspirés de livres|#|Musique pour les enfants;Sonja Ball|#|Craig Francis|#|Rick Jones|#|Michel Perron|#|Holly Gauthier-Frankel|#|Norman Groulx|#|Terrence Scammell|#|Bruce Dinsmore|#|Jennifer Seguin;4.9;2019-09-01;/title/81141689/;film
Spotlight;Films indépendants|#|Drames|#|Films inspirés de faits réels;Mark Ruffalo|#|Michael Keaton|#|Rachel McAdams|#|Liev Schreiber|#|John Slattery|#|Brian d'Arcy James|#|Stanley Tucci|#|Billy Crudup|#|Paul Guilfoyle|#|Jamey Sheridan;8.1;2019-01-27;/title/80061341/;film
Spring Breakers;Comédies|#|Films indépendants|#|Drames;James Franco|#|Vanessa Hudgens|#|Selena Gomez|#|Ashley Benson|#|Rachel Korine|#|Jeff Jarrett|#|Gucci Mane|#|Heather Morris|#|Ash Lendzion|#|Emma Holzer;5.3;2019-04-01;/title/70257860/;film
Springsteen on Broadway;Films biographiques|#|Musique et comédies musicales;Bruce Springsteen;8.5;2018-12-16;/title/80232329/;film
Spy Kids;Comédies pour la famille|#|Comédies d'action|#|Aventures en famille|#|Comédies|#|Films jeunesse et famille;Antonio Banderas|#|Carla Gugino|#|Alan Cumming|#|Teri Hatcher|#|Cheech Marin|#|Danny Trejo|#|Robert Patrick|#|Tony Shalhoub|#|Alexa PenaVega|#|Daryl Sabara;5.4;2019-08-01;/title/60020916/;film
Spy kids : espions en herbe;Comédies pour la famille|#|Comédies d'action|#|Aventures en famille|#|Comédies|#|Films jeunesse et famille;Antonio Banderas|#|Carla Gugino|#|Alexa PenaVega|#|Daryl Sabara|#|Steve Buscemi|#|Mike Judge|#|Danny Trejo|#|Cheech Marin|#|Matt O'Leary|#|Emily Osment|#|Ricardo Montalban|#|Holland Taylor|#|Alan Cumming;5.1;2019-08-01;/title/60023618/;film
Spy kids 3 : Game Over;Comédies pour la famille|#|Comédies d'action|#|Aventures en famille|#|Comédies|#|Films jeunesse et famille;Daryl Sabara|#|Sylvester Stallone|#|Ricardo Montalban|#|Alexa PenaVega;4.2;2019-08-01;/title/60029178/;film
Star Trek Into Darkness;Action, SF et fantastique|#|Action et aventure|#|Action|#|SF|#|SF et fantastique|#|Aventure;Chris Pine|#|Zachary Quinto|#|Benedict Cumberbatch|#|Zoe Saldana|#|Karl Urban|#|Simon Pegg|#|John Cho|#|Anton Yelchin|#|Bruce Greenwood|#|Peter Weller|#|Alice Eve;7.7;2018-12-12;/title/70262640/;film
Starsky et Hutch;Comédies|#|Action et aventure|#|Comédies d'action;Ben Stiller|#|Owen Wilson|#|Vince Vaughn|#|Juliette Lewis|#|Snoop Dogg|#|Fred Williamson|#|Jason Bateman|#|Amy Smart|#|Carmen Electra|#|George Cheung;6.1;2019-10-01;/title/60033320/;film
Stasis;Action, SF et fantastique|#|Action et aventure|#|Action|#|SF et fantastique|#|Cyberpunk|#|SF;Anna Harr|#|Mark Grossman|#|Tiana Masaniai|#|Richard Lippert|#|Phyllis Spielman|#|Caleb Thomas|#|Maddison Bullock|#|Jeff Locker|#|Andrew Bering|#|William Knight;3.0;2017-06-30;/title/80156859/;film
Steak;Comédies|#|Films français|#|Comédies françaises;Eric Judor|#|Ramzy Bédia|#|Jonathan Lambert|#|Vincent Belorgey|#|Sebastian Akchoté|#|Laurent Nicolas|#|Sebastien Tellier|#|Alain Gendreau|#|Mark Latrémouille;6.0;2019-01-16;/title/80011537/;film
Steak (R)évolution;Émissions de cuisine et voyages|#|Documentaires nature et écologie|#|Documentaires français|#|Films documentaires|#|Documentaires|#|Docus sciences et nature|#|Documentaires voyages et aventure|#|Style de vie;NA;6.9;2017-10-31;/title/80048481/;film
Steel Rain;Films coréens|#|Action et aventure|#|Films d'Asie;Woo-sung Jung|#|Do-won Kwak|#|Kap-soo Kim|#|Woo-jin Jo|#|Eui-sung Kim|#|Kyeong-yeong Lee|#|Won-joong Jung|#|Hyun-sung Jang;7.1;2018-03-14;/title/80226234/;film
"Steins;Gate : Fuka Ryouiki no Déjà vu";Anime SF et fantastique|#|Thrillers de SF|#|Films d'animation japonaise|#|Thrillers|#|Animation japonaise inspirée d'un jeu vidéo|#|Anime pour amateurs de jeux vidéo|#|SF et fantastique|#|Animation d'intrigue et thriller|#|Films japonais|#|Intrigues|#|SF;Mamoru Miyano|#|Asami Imai|#|Kana Hanazawa|#|Tomokazu Seki|#|Saori Goto|#|Halko Momoi|#|Yukari Tamura|#|Masaki Terasoma;NA;2019-04-11;/title/80080060/;film
Step Outside;Comédies|#|Films du Moyen-Orient;Kareem Mahmoud Abdel Aziz|#|Khaled El Sawy|#|Ahmed Fathy|#|Malak Koura|#|Ashraf Abdel Baqi;4.7;2019-06-06;/title/81035882/;film
Step Sisters;Comédies|#|Films pour ados;Megalyn Echikunwoke|#|Eden Sher|#|Lyndon Smith|#|Gage Golightly|#|Matt McGorry|#|Marque Richardson|#|Alessandra Torresani|#|Naturi Naughton|#|Nia Jervier|#|Robert Curtis Brown;5.4;2018-01-19;/title/80158485/;film
Stereo;Thrillers psychologiques|#|Thrillers|#|Films allemands;Jürgen Vogel|#|Moritz Bleibtreu|#|Petra Schmidt-Schaller|#|Georg Friedrich|#|Rainer Bock|#|Mark Zak|#|Helena Schönfelder|#|Fabian Hinrichs;6.6;2017-01-14;/title/80015154/;film
Steve Martin and Martin Short: An Evening You Will Forget for the Rest of Your Life;Comédies|#|Stand-up;Steve Martin|#|Martin Short;7.1;2018-05-25;/title/80186850/;film
Still LAUGH-IN: The Stars Celebrate;Comédies;Lily Tomlin|#|Tiffany Haddish|#|Neil Patrick Harris|#|Michael Douglas|#|Snoop Dogg|#|Billy Crystal|#|Chelsea Handler|#|Jay Leno|#|Rita Wilson|#|Bill Maher|#|Tony Hale|#|Rita Moreno|#|Bobby Moynihan|#|Michael Rapaport|#|Mary McCormack|#|Rob Riggle|#|Jon Lovitz|#|Kenya Barris|#|Ruth Buzzi|#|Jo Anne Worley|#|Loni Anderson|#|Maria Bamford|#|Margaret Cho|#|Deon Cole|#|Taye Diggs|#|Ron Funches|#|Nikki Glaser|#|Jameela Jamil|#|Natasha Leggero|#|Loni Love|#|Cheri Oteri|#|Russell Peters|#|Jeff Ross|#|Lisa Ann Walter;5.1;2019-05-14;/title/81036199/;film
Stop at Nothing: The Lance Armstrong Story;Films australiens|#|Films documentaires|#|Documentaires sportifs;NA;7.5;2016-04-30;/title/80007215/;film
Strange Weather;Films indépendants|#|Drames;Holly Hunter|#|Carrie Coon|#|Kim Coates|#|Shane Jacobsen|#|Andrene Ward-Hammond|#|Allene Quincy|#|Glenne Headly;5.9;2017-10-25;/title/80173479/;film
Stratton;Films british|#|Action et aventure|#|Action|#|Films inspirés de livres|#|Thrillers d'action;Dominic Cooper|#|Connie Nielsen|#|Tom Felton|#|Austin Stowell|#|Gemma Chan|#|Thomas Kretschmann|#|Tyler Hoechlin|#|Igal Naor|#|Jake Fairbrother;4.8;2019-01-15;/title/80174512/;film
Street Dancers;Drames;Omarion Grandberry|#|Marques Houston|#|Jennifer Nicole|#|J-Boog|#|Lil' Fizz|#|Raz B|#|Marty Dew|#|Jerome Jones|#|Tanee McCall|#|Malcolm David Kelley|#|Michael Taliferro|#|Meagan Good|#|Jennifer Freeman|#|Steve Harvey|#|Christopher Jones;3.8;2019-12-01;/title/60033302/;film
Stretch Armstrong : L'évasion;Films jeunesse et famille|#|Super-héros;Scott Menville|#|Steven Yeun|#|Ogie Banks|#|Nazneen Contractor|#|Kate Mulgrew|#|Wil Wheaton|#|Keith David|#|Jon Heder|#|Yvette Nicole Brown|#|Clancy Brown|#|James Arnold Taylor|#|Grey Griffin|#|Miguel Ferrer|#|Kelly Hu|#|Walter Koenig|#|Vanessa Marshall|#|Will Friedle|#|Andrew Kishino;6.4;2018-03-13;/title/80135585/;film
Strictly Criminal;Films inspirés de faits réels|#|Films biographiques|#|Drames|#|Films inspirés de livres|#|Drames policiers|#|Films policiers;Johnny Depp|#|Joel Edgerton|#|Benedict Cumberbatch|#|Rory Cochrane|#|Jesse Plemons|#|W. Earl Brown|#|David Harbour|#|Dakota Johnson|#|Julianne Nicholson|#|Kevin Bacon;6.9;2019-09-25;/title/80046307/;film
Strike a Pose;Films documentaires|#|Documentaires musique et concerts|#|Films néerlandais|#|Musique et comédies musicales|#|Films LGBTQ;NA;7.2;2017-04-06;/title/80118918/;film
Strong Island;Films documentaires|#|Documentaires salués par la critique|#|Documentaires inspirés de crimes réels|#|Films policiers|#|Docus société et culture;NA;6.4;2017-09-15;/title/80168230/;film
Struggle : La vie et l'art perdu de Szukalski;Documentaires biographiques|#|Films documentaires|#|Films biographiques|#|Documentaires|#|Docus société et culture|#|Documentaires historiques;NA;8.0;2018-12-21;/title/80109551/;film
